"13/7/2021 0:00:00","Tue 13 Jul 2021"
"14/7/2021 0:00:00","Wed 14 Jul 2021"
"15/7/2021 0:00:00","Thu 15 Jul 2021"
"16/7/2021 0:00:00","Fri 16 Jul 2021"
"17/7/2021 0:00:00","Sat 17 Jul 2021"
"18/7/2021 0:00:00","Sun 18 Jul 2021"
"19/7/2021 0:00:00","Mon 19 Jul 2021"
"20/7/2021 0:00:00","Tue 20 Jul 2021"
"21/7/2021 0:00:00","Wed 21 Jul 2021"
"22/7/2021 0:00:00","Thu 22 Jul 2021"
"24/7/2021 0:00:00","Sat 24 Jul 2021"
"25/7/2021 0:00:00","Sun 25 Jul 2021"
"26/7/2021 0:00:00","Mon 26 Jul 2021"
"27/7/2021 0:00:00","Tue 27 Jul 2021"
"28/7/2021 0:00:00","Wed 28 Jul 2021"
"29/7/2021 0:00:00","Thu 29 Jul 2021"
"30/7/2021 0:00:00","Fri 30 Jul 2021"
"31/7/2021 0:00:00","Sat 31 Jul 2021"
"2/8/2021 0:00:00","Mon 2 Aug 2021"
"3/8/2021 0:00:00","Tue 3 Aug 2021"
"4/8/2021 0:00:00","Wed 4 Aug 2021"
"5/8/2021 0:00:00","Thu 5 Aug 2021"
"6/8/2021 0:00:00","Fri 6 Aug 2021"
"7/8/2021 0:00:00","Sat 7 Aug 2021"
"8/8/2021 0:00:00","Sun 8 Aug 2021"
"9/8/2021 0:00:00","Mon 9 Aug 2021"
"10/8/2021 0:00:00","Tue 10 Aug 2021"
"11/8/2021 0:00:00","Wed 11 Aug 2021"
"12/8/2021 0:00:00","Thu 12 Aug 2021"
"13/8/2021 0:00:00","Fri 13 Aug 2021"
"14/8/2021 0:00:00","Sat 14 Aug 2021"
"15/8/2021 0:00:00","Sun 15 Aug 2021"
